,words,sentiment
2279,onvolledig,[-1]
2280,onvoltooid,[-1]
2281,onvolwassen,[-1]
2282,onvoorspelbaar,[-1]
2283,onvoorspelbare,[-1]
2284,onvoorstelbaar,[-1]
2285,onvriendelijk,[-1]
2286,onvrijwillig,[-1]
2287,onvruchtbaar,[-1]
2288,onwaar,[-1]
2289,onwaardig,[-1]
2290,onwaarschijnlijk,[-1]
2291,onwel,[-1]
2292,onwetend,[-1]
2293,onwetendheid,[-1]
2294,onwettig,[-1]
2295,onwil,[-1]
2296,onzeker,[-1]
2297,onzekerheid,[-1]
2298,onzichtbaar,[-1]
2299,onzichtbare,[-1]
2300,onzin,[-1]
2301,onzinnig,[-1]
2302,onzinnige,[-1]
2303,oorlog,[-1]
2304,opblazen,[-1]
2305,opdeling,[-1]
2306,opdringen,[-1]
2307,open,[1]
2308,openbaring,[1]
2309,openbreken,[1]
2310,openheid,[1]
2311,opening,[-1]
2312,opgeblazen,[-1]
2313,opgedaan,[1]
2314,opgehangen,[-1]
2315,opgeofferd,[-1]
2316,opgeruimd,[1]
2317,opgeschroefd,[-1]
2318,opgetogen,[1]
2319,opgeven,[-1]
2320,opgewaardeerd,[1]
2321,opgewekt,[1]
2322,opgewonden,[1]
2323,ophangen,[-1]
2324,ophef,[-1]
2325,opinie,[-1]
2326,opleggen,[-1]
2327,oplichten,[-1]
2328,oplichters,[-1]
2329,oplichting,[-1]
2330,oplossen,[1]
2331,opluchting,[1]
2332,opmerkelijk,[1]
2333,oponthoud,[1]
2334,oppakken,[-1]
2335,oppassen,[-1]
2336,oppermachtige,[1]
2337,opperste,[1]
2338,oppervlakkig,[-1]
2339,opponent,[-1]
2340,opportunistisch,[-1]
2341,opportunistische,[-1]
2342,oppositie,[-1]
2343,oprecht,[1]
2344,oprechtheid,[1]
2345,oproep,[1]
2346,oproer,[-1]
2347,opschuiven,[-1]
2348,opsluiten,[-1]
2349,opstand,[-1]
2350,opstandig,[-1]
2351,optimaal,[1]
2352,optimale,[1]
2353,optimisme,[1]
2354,optimistisch,[1]
2355,optredend,[-1]
2356,opwarmen,[1]
2357,opwindend,[1]
2358,opwindende,[1]
2359,opwinding,[1]
2360,opzeggen,[-1]
2361,opzettelijk,[1]
2362,ordelijk,[1]
2363,ordinair,[-1]
2364,origineel,[1]
2365,ornament,[1]
2366,ouderwets,[-1]
2367,outsider,[-1]
2368,ouverture,[1]
2369,ovatie,[1]
2370,overbelast,[-1]
2371,overblijfselen,[-1]
2372,overbodig,[-1]
2373,overdrijven,[-1]
2374,overdrijving,[-1]
2375,overgave,[-1]
2376,overgeven,[-1]
2377,overhaast,[-1]
2378,overhalen,[1]
2379,overhand,[1]
2380,overheen,[-1]
2381,overlappen,[-1]
2382,overlast,[-1]
2383,overleden,[-1]
2384,overledene,[-1]
2385,overledenen,[-1]
2386,overlevende,[1]
2387,overleving,[1]
2388,overlijden,[-1]
2389,overlopen,[-1]
2390,overmaat,[-1]
2391,overmatig,[-1]
2392,overmeesteren,[1]
2393,overschat,[-1]
2394,overschreden,[1]
2395,overschrijden,[1]
2396,overschrijding,[-1]
2397,overschrijdt,[1]
2398,overspoeld,[-1]
2399,overstijgen,[1]
2400,overstromen,[-1]
2401,overstuur,[-1]
2402,overtollig,[-1]
2403,overtreden,[-1]
2404,overtreder,[-1]
2405,overtreding,[-1]
2406,overtreffen,[1]
2407,overtrof,[1]
2408,overtuigend,[1]
2409,overvloedig,[1]
2410,overvol,[-1]
2411,overweldigd,[-1]
2412,overweldigend,[-1]
2413,overwicht,[-1]
2414,overwinnen,[1]
2415,overwinning,[1]
2416,overzien,[-1]
2417,oxideren,[-1]
2418,paal,[-1]
2419,paardenstal,[1]
2420,pain,[-1]
2421,pakken,[-1]
2422,pan,[-1]
2423,paniek,[-1]
2424,panoramisch,[1]
2425,panoramische,[1]
2426,paradijs,[1]
2427,paradoxaal,[-1]
2428,paranoia,[-1]
2429,paranoïde,[-1]
2430,parasiet,[-1]
2431,parodie,[-1]
2432,partij,[-1]
2433,partijdigheid,[-1]
2434,partizanen,[-1]
2435,passend,[1]
2436,passie,[1]
2437,passief,[-1]
2438,patient,[1]
2439,patiënt,[1]
2440,patriot,[1]
2441,patstelling,[-1]
2442,pauper,[-1]
2443,pauzes,[-1]
2444,peace,[1]
2445,pech,[-1]
2446,penalty,[-1]
2447,penetreren,[-1]
2448,penis,[-1]
2449,perceel,[-1]
2450,perfect,[1]
2451,perfecte,[1]
2452,perfectie,[1]
2453,perfectioneren,[1]
2454,permissie,[1]
2455,personage,[1]
2456,personages,[1]
2457,perverse,[-1]
2458,perzik,[1]
2459,pessimisme,[-1]
2460,pessimistisch,[-1]
2461,pest,[-1]
2462,pesten,[-1]
2463,pestkop,[-1]
2464,pestkoppen,[-1]
2465,pijn,[-1]
2466,pijnen,[-1]
2467,pijnlijk,[-1]
2468,pijnlijke,[-1]
2469,pijpen,[-1]
2470,pittig,[1]
2471,pittoreske,[1]
2472,plaag,[-1]
2473,plagen,[-1]
2474,plakken,[-1]
2475,plechtig,[-1]
2476,plechtigheid,[1]
2477,pleidooi,[-1]
2478,pleitbezorger,[1]
2479,pleiten,[-1]
2480,pletter,[1]
2481,plezier,[1]
2482,plezierig,[1]
2483,plint,[-1]
2484,plooien,[-1]
2485,plot,[-1]
2486,plots,[-1]
2487,plotseling,[-1]
2488,plunderen,[-1]
2489,plundering,[-1]
2490,poep,[-1]
2491,poetsen,[1]
2492,poging,[-1]
2493,polarisatie,[-1]
2494,polijsten,[1]
2495,pons,[-1]
2496,pooier,[-1]
2497,poor,[-1]
2498,poot,[-1]
2499,populair,[1]
2500,popular,[1]
2501,porno,[1]
2502,positief,[1]
2503,positieven,[1]
2504,positive,[1]
2505,posten,[-1]
2506,poverty,[-1]
2507,poëtisch,[1]
2508,praatjes,[-1]
2509,pracht,[1]
2510,prachtig,[1]
2511,precair,[-1]
2512,precies,[1]
2513,prees,[1]
2514,premie,[1]
2515,premier,[1]
2516,prestatie,[1]
2517,prestige,[1]
2518,prestigieus,[1]
2519,pret,[1]
2520,pretty,[1]
2521,prijs,[1]
2522,prijzen,[1]
2523,prik,[-1]
2524,prikkelen,[1]
2525,prikken,[-1]
2526,prima,[1]
2527,primitief,[-1]
2528,prison,[-1]
2529,privilege,[1]
2530,probleem,[-1]
2531,problem,[-1]
2532,problematisch,[-1]
2533,problemen,[-1]
2534,problems,[-1]
2535,productief,[1]
2536,profane,[-1]
2537,profiteren,[1]
2538,profs,[1]
2539,progressief,[1]
2540,progressive,[1]
2541,prominent,[1]
2542,promoten,[-1]
2543,promotor,[1]
2544,prompt,[1]
2545,prooi,[-1]
2546,propaganda,[-1]
2547,proper,[1]
2548,protection,[1]
2549,protest,[-1]
2550,protestactie,[-1]
2551,protesteerde,[-1]
2552,protesten,[-1]
2553,protesteren,[-1]
2554,provocatie,[-1]
2555,provocerend,[-1]
2556,puinhoop,[-1]
2557,punk,[-1]
2558,pure,[1]
2559,put,[1]
2560,puur,[1]
2561,raadselachtig,[-1]
2562,raar,[-1]
2563,racisme,[-1]
2564,racist,[-1]
2565,radeloos,[-1]
2566,radicaal,[-1]
2567,radicalen,[-1]
2568,radicalisering,[-1]
2569,radicalisme,[-1]
2570,raffinage,[1]
2571,rage,[-1]
2572,rail,[-1]
2573,ramp,[-1]
2574,rampzalig,[-1]
2575,rampzalige,[-1]
2576,rancune,[-1]
2577,rapid,[1]
2578,rapport,[1]
2579,rare,[-1]
2580,rationeel,[1]
2581,rationele,[1]
2582,ravage,[-1]
2583,ravijn,[-1]
2584,razend,[-1]
2585,razernij,[-1]
2586,razzia,[-1]
2587,reactionair,[-1]
2588,ready,[1]
2589,reageert,[-1]
2590,realistisch,[1]
2591,rebellie,[-1]
2592,recessie,[-1]
2593,recht,[1]
2594,rechten,[1]
2595,rechterkant,[1]
2596,rechtmatig,[1]
2597,rechts,[1]
2598,rechtse,[1]
2599,rechtszaak,[-1]
2600,rechtvaardig,[1]
2601,rechtzetten,[1]
2602,reclame,[1]
2603,rectificatie,[1]
2604,redden,[1]
2605,redder,[1]
2606,redelijk,[1]
2607,redelijkerwijs,[1]
2608,redundant,[-1]
2609,regressie,[-1]
2610,rein,[1]
2611,reinigen,[1]
2612,reliëf,[1]
2613,rem,[-1]
2614,remedie,[1]
2615,remmen,[-1]
2616,remming,[-1]
2617,renaissance,[1]
2618,repressie,[-1]
2619,reputatie,[1]
2620,respect,[1]
2621,respecteren,[1]
2622,resterend,[-1]
2623,retorica,[-1]
2624,retoriek,[-1]
2625,retraite,[-1]
2626,reuk,[-1]
2627,reukzin,[-1]
2628,reuze,[-1]
2629,revelatie,[1]
2630,revert,[-1]
2631,revival,[1]
2632,revolte,[-1]
2633,revolutie,[1]
2634,revolutionair,[1]
2635,rich,[1]
2636,ridderlijkheid,[1]
2637,ridderschap,[1]
2638,rift,[-1]
2639,right,[1]
2640,rigide,[-1]
2641,rijk,[1]
2642,rijkdom,[1]
2643,rijkelijk,[1]
2644,rijker,[1]
2645,rijm,[-1]
2646,rijp,[-1]
2647,rijpen,[1]
2648,rijpheid,[1]
2649,rijzen,[1]
2650,rimpels,[-1]
2651,riolering,[-1]
2652,risico,[-1]
2653,risico's,[-1]
2654,risk,[-1]
2655,riskant,[-1]
2656,riskeren,[-1]
2657,rivaliteit,[-1]
2658,robuust,[1]
2659,roddel,[-1]
2660,roem,[1]
2661,roepen,[-1]
2662,roest,[-1]
2663,roestbruin,[-1]
2664,roesten,[-1]
2665,roestvrij,[1]
2666,roken,[-1]
2667,rokkenjager,[-1]
2668,romantisch,[1]
2669,rommel,[-1]
2670,rommelig,[-1]
2671,rondhangen,[-1]
2672,ronselen,[1]
2673,roof,[-1]
2674,roofzuchtig,[-1]
2675,rook,[-1]
2676,rooskleurig,[1]
2677,rooster,[-1]
2678,rot,[-1]
2679,rotsachtig,[-1]
2680,rotten,[-1]
2681,rotzooi,[-1]
2682,rough,[-1]
2683,rouw,[-1]
2684,rouwen,[-1]
2685,roven,[-1]
2686,royaal,[1]
2687,rudimentair,[-1]
2688,rue,[-1]
2689,ruggengraat,[1]
2690,ruig,[-1]
2691,ruiken,[-1]
2692,ruikt,[-1]
2693,ruim,[1]
2694,ruimen,[1]
2695,ruimschoots,[1]
2696,ruis,[-1]
2697,ruk,[-1]
2698,rukken,[-1]
2699,rust,[1]
2700,rusteloos,[-1]
2701,rustig,[1]
2702,ruw,[-1]
2703,ruzie,[-1]
2704,ruzies,[-1]
2705,ruïne,[-1]
2706,ruïneren,[-1]
2707,ruïnes,[-1]
2708,saai,[-1]
2709,sabotage,[-1]
2710,saboteren,[-1]
2711,safe,[1]
2712,saint,[1]
2713,samenhang,[1]
2714,samenhangend,[1]
2715,samenwerkend,[1]
2716,samenzwering,[-1]
2717,samenzweringen,[-1]
2718,sap,[-1]
2719,sarcasme,[-1]
2720,sarcastisch,[-1]
2721,satirisch,[-1]
2722,satirische,[-1]
2723,scepticisme,[-1]
2724,scepticus,[-1]
2725,sceptisch,[-1]
2726,schaal,[-1]
2727,schaamte,[-1]
2728,schaars,[-1]
2729,schaarste,[-1]
2730,schade,[-1]
2731,schadelijk,[-1]
2732,schaden,[-1]
2733,schadevergoeding,[-1]
2734,schandaal,[-1]
2735,schandalen,[-1]
2736,schandalig,[-1]
2737,schande,[-1]
2738,schat,[1]
2739,schatten,[1]
2740,schaven,[-1]
2741,scheef,[-1]
2742,scheepswrak,[-1]
2743,scheiden,[-1]
2744,scheidend,[-1]
2745,scheidingen,[-1]
2746,schelden,[-1]
2747,scheldwoorden,[-1]
2748,schemering,[-1]
2749,schenden,[-1]
2750,schending,[-1]
2751,schep,[-1]
2752,schering,[-1]
2753,scherm,[-1]
2754,scherpere,[1]
2755,scheur,[-1]
2756,scheuren,[-1]
2757,schilderachtig,[1]
2758,schillen,[-1]
2759,schipbreuk,[-1]
2760,schitteren,[1]
2761,schitterend,[1]
2762,schok,[-1]
2763,schokken,[-1]
2764,schokkend,[-1]
2765,schone,[1]
2766,schoon,[1]
2767,schoonheid,[1]
2768,schoonmaakster,[1]
2769,schoonmaken,[1]
2770,schoonste,[1]
2771,schot,[-1]
2772,schrappen,[-1]
2773,schreeuw,[-1]
2774,schreeuwen,[-1]
2775,schrik,[-1]
2776,schrikken,[-1]
2777,schril,[-1]
2778,schroom,[1]
2779,schudden,[-1]
2780,schuim,[-1]
2781,schuin,[-1]
2782,schuld,[-1]
2783,schulden,[-1]
2784,schuldgevoel,[-1]
2785,schuldig,[-1]
2786,schuldige,[-1]
2787,schuren,[-1]
2788,schurk,[-1]
2789,schurken,[-1]
2790,scratch,[-1]
2791,selectief,[1]
2792,sensatie,[1]
2793,sensationeel,[1]
2794,serene,[1]
2795,sever,[-1]
2796,sexy,[1]
2797,shit,[-1]
2798,shock,[-1]
2799,sierlijk,[1]
2800,sigaret,[-1]
2801,significant,[1]
2802,silent,[1]
2803,simpele,[-1]
2804,sin,[-1]
2805,sinister,[-1]
2806,situatie,[-1]
2807,skelet,[-1]
2808,skeletten,[-1]
2809,slaaf,[-1]
2810,slaagt,[1]
2811,slaan,[-1]
2812,slacht,[-1]
2813,slachten,[-1]
2814,slachting,[-1]
2815,slachtpartij,[-1]
2816,slag,[-1]
2817,slagen,[1]
2818,slager,[-1]
2819,slak,[-1]
2820,slap,[-1]
2821,slappe,[-1]
2822,slave,[-1]
2823,slaven,[-1]
2824,slavernij,[-1]
2825,slavin,[-1]
2826,slecht,[-1]
2827,slechte,[-1]
2828,slechter,[-1]
2829,slechtst,[-1]
2830,sleept,[-1]
2831,slepen,[-1]
2832,sleur,[-1]
2833,slijm,[-1]
2834,slijpen,[-1]
2835,slim,[1]
2836,slimmer,[1]
2837,slimste,[1]
2838,sloot,[-1]
2839,slopen,[-1]
2840,slopende,[-1]
2841,slordig,[-1]
2842,slow,[-1]
2843,sluier,[-1]
2844,sluipen,[-1]
2845,slurf,[-1]
2846,smaad,[-1]
2847,smaak,[1]
2848,smakelijk,[1]
2849,smal,[-1]
2850,smallere,[-1]
2851,smeekbede,[-1]
2852,smeergeld,[-1]
2853,smeken,[-1]
2854,smelt,[-1]
2855,smeren,[-1]
2856,smerig,[-1]
2857,smet,[-1]
2858,smoren,[-1]
2859,snel,[1]
2860,snelle,[1]
2861,sneller,[1]
2862,snelste,[1]
2863,snoepje,[1]
2864,sober,[-1]
2865,soelaas,[1]
2866,soepel,[1]
2867,soft,[1]
2868,solid,[1]
2869,solidariteit,[1]
2870,solide,[1]
2871,somber,[-1]
2872,sorry,[-1]
2873,spaargeld,[1]
2874,spaarzaam,[1]
2875,spade,[-1]
2876,spannen,[-1]
2877,spannend,[1]
2878,spanning,[-1]
2879,specialiteit,[-1]
2880,spectaculair,[1]
2881,spectaculaire,[1]
2882,speels,[1]
2883,speling,[-1]
2884,spijt,[-1]
2885,spijtig,[-1]
2886,spint,[-1]
2887,spiritueel,[1]
2888,spits,[1]
2889,spitsmuis,[-1]
2890,spleet,[-1]
2891,spleten,[-1]
2892,splinter,[-1]
2893,split,[-1]
2894,splitsen,[-1]
2895,splitsing,[-1]
2896,spoedig,[1]
2897,spoken,[-1]
2898,spontaan,[1]
2899,sporadisch,[-1]
2900,sporen,[-1]
2901,sportief,[1]
2902,spot,[-1]
2903,spottend,[-1]
2904,spottende,[-1]
2905,springen,[-1]
2906,springstof,[-1]
2907,spuiten,[-1]
2908,spul,[-1]
2909,spuwen,[-1]
2910,squash,[-1]
2911,stabiliseren,[1]
2912,stabiliteit,[1]
2913,stable,[1]
2914,stagnatie,[-1]
2915,staken,[-1]
2916,staking,[-1]
2917,stalen,[-1]
2918,stamper,[-1]
2919,standvastig,[1]
2920,standvastigheid,[1]
2921,stank,[-1]
2922,star,[-1]
2923,static,[-1]
2924,statig,[1]
2925,stationair,[-1]
2926,statisch,[-1]
2927,steady,[1]
2928,steek,[-1]
2929,steelt,[-1]
2930,steil,[-1]
2931,steken,[-1]
2932,stemming,[1]
2933,stempel,[-1]
2934,stereotiep,[-1]
2935,stereotype,[-1]
2936,sterfgeval,[-1]
2937,sterft,[-1]
2938,steriel,[-1]
2939,sterk,[1]
2940,sterker,[1]
2941,sterkste,[1]
2942,sterkte,[1]
2943,stern,[-1]
2944,sterven,[-1]
2945,stervende,[-1]
2946,steun,[1]
2947,steunen,[1]
2948,steunt,[1]
2949,steviger,[1]
2950,stift,[1]
2951,stigma,[-1]
2952,stijf,[-1]
2953,stijfheid,[-1]
2954,stikken,[-1]
2955,stil,[1]
2956,stiller,[1]
2957,stilstaand,[-1]
2958,stilstand,[-1]
2959,stilte,[-1]
2960,stimuleert,[1]
2961,stimuleren,[1]
2962,stoer,[1]
2963,stof,[-1]
2964,stola,[-1]
2965,stom,[-1]
2966,stomme,[-1]
2967,stomp,[-1]
2968,stompe,[-1]
2969,stoornis,[-1]
2970,stoort,[-1]
2971,stoppen,[-1]
2972,storen,[-1]
2973,storing,[-1]
2974,storingen,[-1]
2975,storm,[-1]
2976,stormachtig,[-1]
2977,stormloop,[-1]
2978,storten,[-1]
2979,stortplaats,[-1]
2980,stortvloed,[-1]
2981,stoten,[-1]
2982,stotteren,[-1]
2983,stout,[-1]
2984,strafbaar,[-1]
2985,straffen,[-1]
2986,strafrechtelijk,[-1]
2987,strafschop,[-1]
2988,strak,[-1]
2989,stralen,[1]
2990,stralend,[1]
2991,straling,[1]
2992,strategie,[-1]
2993,strekken,[1]
2994,streng,[-1]
2995,strengheid,[-1]
2996,stress,[-1]
2997,streven,[1]
2998,strijd,[-1]
2999,strijdig,[-1]
3000,strijdlust,[-1]
3001,strik,[-1]
3002,strike,[-1]
3003,strikken,[-1]
3004,strikt,[-1]
3005,stroef,[-1]
3006,strong,[1]
3007,stroom,[-1]
3008,stroomversnelling,[1]
3009,struikelde,[-1]
3010,struikelt,[-1]
3011,stug,[-1]
3012,stukje,[-1]
3013,stunt,[-1]
3014,subsidie,[1]
3015,subsidiëren,[1]
3016,substantieel,[1]
3017,succes,[1]
3018,success,[1]
3019,successen,[1]
3020,succesvol,[1]
3021,suggereren,[1]
3022,suggestieve,[1]
3023,suicide,[-1]
3024,super,[1]
3025,superieur,[1]
3026,superior,[1]
3027,superioriteit,[1]
3028,support,[1]
3029,supporter,[1]
3030,surrealistisch,[1]
3031,survival,[1]
3032,sussen,[-1]
3033,sweet,[1]
3034,sympathiek,[1]
3035,sympathieën,[1]
3036,symptomen,[-1]
3037,symptoom,[-1]
3038,syndrome,[-1]
3039,syndroom,[-1]
3040,taai,[1]
3041,taak,[-1]
3042,taboe,[-1]
3043,tactiek,[-1]
3044,talent,[1]
3045,talenten,[1]
3046,tamelijk,[1]
3047,tanende,[-1]
3048,tank,[-1]
3049,tanks,[-1]
3050,taxichauffeur,[-1]
3051,teef,[-1]
3052,teer,[-1]
3053,tegen,[-1]
3054,tegengesteld,[-1]
3055,tegenhouden,[-1]
3056,tegenslag,[-1]
3057,tegenslagen,[-1]
3058,tegenspoed,[-1]
3059,tegenspraak,[-1]
3060,tegenspreken,[-1]
3061,tegenstander,[-1]
3062,tegenstrijdig,[-1]
3063,tegenstrijdigheid,[-1]
3064,tegenvaller,[-1]
3065,tegenwerken,[-1]
3066,tegenzin,[-1]
3067,teisteren,[-1]
3068,tekort,[-1]
3069,tekortkoming,[-1]
3070,tekortkomingen,[-1]
3071,teleurgesteld,[-1]
3072,teleurstellend,[-1]
3073,teleurstelling,[-1]
3074,teleurstellingen,[-1]
3075,tender,[1]
3076,terecht,[1]
3077,terreur,[-1]
3078,terrible,[-1]
3079,terroriseren,[-1]
3080,terrorisme,[-1]
3081,terugbetaald,[1]
3082,terugbetalen,[1]
3083,terugbetaling,[1]
3084,teruggaan,[-1]
3085,teruggave,[1]
3086,terughoudend,[-1]
3087,terugkeren,[-1]
3088,terugslag,[-1]
3089,terugtocht,[-1]
3090,terugtrekken,[-1]
3091,terugtrekking,[-1]
3092,terugval,[-1]
3093,terugvallen,[-1]
3094,terugwinnen,[1]
3095,tevergeefs,[-1]
3096,tevreden,[1]
3097,tevredenheid,[1]
3098,tijd,[-1]
3099,tijdelijk,[-1]
3100,tijdig,[1]
3101,tiran,[-1]
3102,tirannie,[-1]
3103,toch,[1]
3104,toebrengen,[-1]
3105,toegankelijk,[1]
3106,toegegeven,[-1]
3107,toegekend,[1]
3108,toegewijd,[1]
3109,toekenning,[1]
3110,toelaatbaar,[1]
3111,toepasselijk,[1]
3112,toer,[-1]
3113,toestand,[-1]
3114,toestemming,[1]
3115,toeval,[-1]
3116,toewijding,[1]
3117,toewijzen,[1]
3118,toezicht,[-1]
3119,toonaangevend,[1]
3120,toorn,[-1]
3121,top,[1]
3122,topje,[1]
3123,toppen,[1]
3124,toppunt,[1]
3125,totalitair,[-1]
3126,tout,[-1]
3127,tovenarij,[1]
3128,toverij,[1]
3129,toverkracht,[1]
3130,traag,[-1]
3131,tractie,[1]
3132,tragedie,[-1]
3133,tragisch,[-1]
3134,trance,[1]
3135,transparant,[1]
3136,trap,[-1]
3137,trauma,[-1]
3138,travestie,[-1]
3139,treffen,[-1]
3140,treffend,[1]
3141,trefpunt,[-1]
3142,trefzeker,[1]
3143,treiteren,[-1]
3144,trekpleister,[1]
3145,trendy,[1]
3146,treurig,[-1]
3147,trick,[-1]
3148,triest,[-1]
3149,triomf,[1]
3150,triomfantelijk,[1]
3151,troebel,[-1]
3152,troef,[1]
3153,troep,[1]
3154,troeven,[1]
3155,trofee,[1]
3156,trompet,[1]
3157,trompetten,[1]
3158,troost,[1]
3159,troosten,[1]
3160,trots,[1]
3161,trotseren,[-1]
3162,trouw,[1]
3163,truc,[-1]
3164,trust,[1]
3165,tuig,[-1]
3166,turbulent,[-1]
3167,tweedracht,[-1]
3168,twijfel,[-1]
3169,twijfelachtig,[-1]
3170,twijfelen,[-1]
3171,twijfels,[-1]
3172,twist,[-1]
3173,twisten,[-1]
3174,typisch,[1]
3175,uitbarsting,[-1]
3176,uitbarstingen,[-1]
3177,uitbaten,[-1]
3178,uitbraak,[-1]
3179,uitbreiden,[1]
3180,uitbreken,[-1]
3181,uitbroeden,[-1]
3182,uitbuiting,[-1]
3183,uitbundig,[1]
3184,uitdagen,[-1]
3185,uitdagend,[-1]
3186,uitdaging,[-1]
3187,uitdrukken,[1]
3188,uiteengevallen,[-1]
3189,uiteenlopend,[-1]
3190,uiterst,[1]
3191,uitgebreid,[1]
3192,uitgelaten,[1]
3193,uitgelezen,[1]
3194,uitgeput,[-1]
3195,uitgeven,[-1]
3196,uitgewist,[-1]
3197,uitgifte,[-1]
3198,uitharden,[-1]
3199,uitkering,[1]
3200,uitkomen,[1]
3201,uitkomst,[1]
3202,uitlaat,[-1]
3203,uitlaten,[-1]
3204,uitleggen,[1]
3205,uitloper,[-1]
3206,uitmoorden,[-1]
3207,uitmuntendheid,[1]
3208,uitputtend,[-1]
3209,uitputting,[-1]
3210,uitroeien,[-1]
3211,uitroeiing,[-1]
3212,uitschakelen,[-1]
3213,uitslag,[-1]
3214,uitsluiting,[-1]
3215,uitspreken,[1]
3216,uitstekend,[1]
3217,uitstellen,[-1]
3218,uitvaren,[-1]
3219,uitverkoren,[1]
3220,uitvoerbaar,[1]
3221,uitwissen,[-1]
3222,ultimatum,[-1]
3223,unknown,[-1]
3224,usurpator,[-1]
3225,vaag,[-1]
3226,vaardig,[1]
3227,vaardigheid,[1]
3228,vaargeul,[1]
3229,vakkundig,[1]
3230,val,[-1]
3231,vallen,[-1]
3232,vallend,[-1]
3233,vals,[-1]
3234,valselijk,[-1]
3235,valsheid,[-1]
3236,van,[1]
3237,vangen,[-1]
3238,variëteit,[1]
3239,varken,[-1]
3240,varkens,[-1]
3241,vast,[1]
3242,vastberaden,[1]
3243,vasten,[1]
3244,vastlopen,[-1]
3245,vat,[-1]
3246,vatten,[-1]
3247,vechten,[-1]
3248,veeg,[-1]
3249,veelbelovend,[1]
3250,veeleisend,[1]
3251,veelzijdig,[1]
3252,veelzijdigheid,[1]
3253,vegen,[1]
3254,veilig,[1]
3255,veiliggesteld,[1]
3256,vel,[-1]
3257,vellen,[-1]
3258,vent,[-1]
3259,ventileren,[-1]
3260,veracht,[-1]
3261,verafschuwde,[-1]
3262,verantwoord,[1]
3263,verantwoorde,[1]
3264,verantwoordelijk,[-1]
3265,verarmd,[-1]
3266,verbaasd,[1]
3267,verbannen,[-1]
3268,verbanning,[-1]
3269,verbazen,[1]
3270,verbazend,[1]
3271,verbazing,[1]
3272,verbazingwekkend,[1]
3273,verbeelding,[1]
3274,verbergen,[-1]
3275,verbeterd,[1]
3276,verbeterde,[1]
3277,verbeteren,[1]
3278,verbetering,[1]
3279,verbeteringen,[1]
3280,verbetert,[1]
3281,verbeurd,[-1]
3282,verbieden,[-1]
3283,verbijstering,[-1]
3284,verbintenis,[1]
3285,verbitterd,[-1]
3286,verblijf,[1]
3287,verblijfplaats,[-1]
3288,verblijven,[-1]
3289,verbluffend,[1]
3290,verbluffende,[1]
3291,verbod,[-1]
3292,verboden,[-1]
3293,verbolgen,[-1]
3294,verbond,[1]
3295,verborgen,[-1]
3296,verbrand,[-1]
3297,verbrandde,[-1]
3298,verbranden,[-1]
3299,verbranding,[-1]
3300,verbreken,[-1]
3301,verbroken,[-1]
3302,verdacht,[-1]
3303,verdachte,[-1]
3304,verdediger,[1]
3305,verdeeldheid,[-1]
3306,verdelen,[-1]
3307,verdenken,[-1]
3308,verdenking,[-1]
3309,verdenkingen,[-1]
3310,verderf,[-1]
3311,verdienen,[1]
3312,verdienste,[1]
3313,verdienstelijk,[1]
3314,verdoezelen,[-1]
3315,verdoofd,[-1]
3316,verdorven,[-1]
3317,verdoven,[-1]
3318,verdoving,[-1]
3319,verdraaien,[-1]
3320,verdrag,[1]
3321,verdriet,[-1]
3322,verdrijven,[-1]
3323,verdringen,[-1]
3324,verdrinken,[-1]
3325,verdrinking,[-1]
3326,verduidelijken,[1]
3327,verduisterd,[-1]
3328,verdwaald,[-1]
3329,vereenvoudigd,[1]
3330,vereenvoudigen,[1]
3331,vereenvoudigt,[1]
3332,verenigbaar,[1]
3333,vereren,[1]
3334,verergeren,[-1]
3335,verfijnd,[1]
3336,verfijnen,[1]
3337,verfijning,[1]
3338,vergaan,[-1]
3339,vergeefs,[-1]
3340,vergelding,[-1]
3341,vergelijken,[-1]
3342,vergemakkelijken,[1]
3343,vergemakkelijkt,[1]
3344,vergeven,[1]
3345,vergeving,[1]
3346,vergevorderd,[1]
3347,vergevorderde,[-1]
3348,vergif,[-1]
3349,vergiffenis,[1]
3350,vergiftigen,[-1]
3351,vergissing,[-1]
3352,vergrijpen,[-1]
3353,vergroten,[1]
3354,verharden,[-1]
3355,verheerlijken,[1]
3356,verheffen,[1]
3357,verheffing,[1]
3358,verhelpen,[1]
3359,verheugd,[1]
3360,verheugen,[1]
3361,verheven,[1]
3362,verhinderen,[-1]
3363,verhogen,[1]
3364,verifieerbare,[1]
3365,verijdelen,[-1]
3366,verjagen,[-1]
3367,verkeerd,[-1]
3368,verkeerde,[-1]
3369,verkeerdelijk,[-1]
3370,verkiezen,[1]
3371,verklaren,[1]
3372,verkleinen,[-1]
3373,verkleuren,[-1]
3374,verkoudheid,[-1]
3375,verkracht,[-1]
3376,verkrachten,[-1]
3377,verkrachting,[-1]
3378,verkrijgen,[1]
3379,verlaat,[-1]
3380,verlagen,[1]
3381,verlamd,[-1]
3382,verlamde,[-1]
3383,verlammen,[-1]
3384,verlaten,[-1]
3385,verlegenheid,[-1]
3386,verleidelijk,[1]
3387,verleiden,[1]
3388,verleiding,[-1]
3389,verlichten,[1]
3390,verlichting,[1]
3391,verlies,[-1]
3392,verliest,[-1]
3393,verliezen,[-1]
3394,verliezer,[-1]
3395,verliezers,[-1]
3396,verloop,[-1]
